,amt,cnt,amt_ratio,cnt_ratio
2,5123851290035,284325678,0.1194832123468907,0.15160886471685348
3,8593482282223,393004971,0.2003916214982656,0.20955911509824984
4,11435159627693,498276745,0.26665676435096175,0.26569239948935985
5,10519197641867,423330167,0.2452974246162248,0.22572919361601235
6,7211750182174,276451972,0.16817097718765717,0.1474104270795245
